D,S,Exact Match,Hierarchy
Resources,Natural Resources,No,Sports/Resources/History
Resources,Natural Resources,No,Sports/Resources/Image_Galleries
Resources,Natural Resources,No,Sports/Resources/News_and_Media
Resources,Natural Resources,No,Sports/Resources/News_and_Media/Columnists
Resources,Natural Resources,No,Sports/Resources/News_and_Media/Magazines_and_E-zines
Resources,Natural Resources,No,Sports/Resources/News_and_Media/Scores
Resources,Natural Resources,No,Sports/Resources/News_and_Media/Sportscasters
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Allen,_Mel"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Bernstein,_Bonnie"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Buck,_Jack"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Caray,_Harry"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Cherry,_Don"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Cosell,_Howard"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Costas,_Bob"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Costas,_Bob/Movies"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Hamilton,_Milo"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Hamilton,_Milo/Teams"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Ledford,_Cawood"
Resources,Natural Resources,No,"Sports/Resources/News_and_Media/Sportscasters/Walker,_Murray"
Resources,Natural Resources,No,Sports/Resources/News_and_Media/Weblogs
Resources,Natural Resources,No,Sports/Resources/Statistics
Resources,Natural Resources,No,Sports/Resources/Tournament_Organization
Resources,Natural Resources,No,Sports/Resources/Trivia
Resources,Natural Resources,No,Sports/Wrestling/Backyard_Wrestling/Resources
Natural,Natural Resources,No,World/Deutsch/Kultur/Musik/Genres/Pop/Musiker/N/Natural
Natural,Natural Resources,No,World/Japanese/アート/音楽/ロック�?��?ップス/�?ップス/�?ンド�?�アーティスト/Natural
